location,price,bedrooms,bathrooms,size
"OPF Housing Scheme, Peshawar, Peshawar",65000000,7,0,4500.0
"Hayatabad Phase 4 - N1, Hayatabad Phase 4, Peshawar",24500000,5,5,1125.0
"Warsak Road, Peshawar, Peshawar",6600000,3,3,562.0
"Warsak Road, Peshawar, Peshawar",7700000,0,0,675.0
"Warsak Road, Peshawar, Peshawar",9900000,0,0,900.0
"Dalazak Road, Peshawar, Peshawar",10000000,4,4,562.0
"Dalazak Road, Peshawar, Peshawar",13500000,7,7,788.0
"Dalazak Road, Peshawar, Peshawar",17000000,7,7,1125.0
"Hayatabad Phase 1, Hayatabad, Peshawar",24000000,6,6,1125.0
"Shaheen Housing Scheme, Warsak Road, Peshawar",32500000,4,5,4950.0
"Dilazak Road, Peshawar, Peshawar",12000000,5,4,675.0
"Warsak Road, Peshawar, Peshawar",35000000,6,6,1912.0
"Warsak Road, Peshawar, Peshawar",19500000,5,5,1125.0
"Warsak Road, Peshawar, Peshawar",32500000,6,6,1575.0
"Dalazak Road, Peshawar, Peshawar",20500000,7,8,1125.0
"Wapda Town Sector C, Wapda Town, Peshawar",15000000,3,3,1575.0
"Ring Road, Peshawar, Peshawar",12500000,4,4,810.0
"Ring Road, Peshawar, Peshawar",11000000,3,3,675.0
"Canal Town, Peshawar, Peshawar",12000000,5,5,675.0
"Basit Ali Shaheed Colony, Warsak Road, Peshawar",16000000,5,5,1125.0
"Arbab Sabz Ali Khan Town Executive Lodges, Arbab Sabz Ali Khan Town, Peshawar",40000000,6,6,2250.0
"Warsak Road, Peshawar, Peshawar",16000000,6,4,1125.0
"Ring Road, Peshawar, Peshawar",11500000,5,5,675.0
"Gulbahar, Peshawar, Peshawar",16500000,5,5,675.0
"Dalazak Road, Peshawar, Peshawar",6500000,4,4,450.0
"University Town, Peshawar, Peshawar",217600000,7,0,15300.0
"Canal Road, Peshawar, Peshawar",12500000,6,6,900.0
"Warsak Road, Peshawar, Peshawar",12500000,5,5,900.0
"Hayatabad, Peshawar, Peshawar",118000000,7,8,4500.0
"Hayatabad, Peshawar, Peshawar",115000000,7,8,4500.0
"Hayatabad, Peshawar, Peshawar",115000000,7,8,4500.0
"Hayatabad, Peshawar, Peshawar",113000000,7,8,4500.0
"Hayatabad, Peshawar, Peshawar",113000000,7,8,4500.0
"Hayatabad, Peshawar, Peshawar",110000000,7,8,4500.0
"Hayatabad Phase 1 - D5, Hayatabad Phase 1, Peshawar",24000000,5,4,1462.0
"Arbab Road, Peshawar, Peshawar",7000000,2,2,922.0
"Hayatabad Phase 6, Hayatabad, Peshawar",23200000,5,5,1125.0
"Hayatabad, Peshawar, Peshawar",23200000,5,5,1125.0
"Arbab Sabz Ali Khan Town Executive Lodges, Arbab Sabz Ali Khan Town, Peshawar",19000000,8,0,1125.0
"Warsak Road, Peshawar, Peshawar",7500000,0,0,675.0
"Warsak Road, Peshawar, Peshawar",8500000,4,4,562.0
"Warsak Road, Peshawar, Peshawar",12000000,5,5,900.0
"Hayatabad Phase 1, Hayatabad, Peshawar",100000000,0,0,9000.0
"Hayatabad, Peshawar, Peshawar",100000000,0,0,9000.0
"Warsak Road, Peshawar, Peshawar",16500000,5,5,1125.0
"Gulberg, Peshawar, Peshawar",9000000,0,0,562.0
"Faisal Colony, Dalazak Road, Peshawar",5500000,0,0,450.0
"Warsak Road, Peshawar, Peshawar",13200000,6,6,1125.0
"Hayatabad Phase 1 - D4, Hayatabad Phase 1, Peshawar",32000000,8,0,1125.0
"Swati Gate, Peshawar, Peshawar",22000000,6,6,900.0
"Warsak Road, Peshawar, Peshawar",40000000,8,6,2250.0
"DHA Phase 1 - Sector C, DHA Phase 1, Peshawar",21500000,0,0,4500.0
"Hayatabad Phase 7, Hayatabad, Peshawar",55000000,10,6,2250.0
"Hayatabad, Peshawar, Peshawar",58000000,9,6,2250.0
"Regi Model Town Phase 3, Regi Model Town, Peshawar",22500000,0,0,1125.0
"Hayatabad Phase 4, Hayatabad, Peshawar",58000000,0,0,2250.0
"Hayatabad Phase 6, Hayatabad, Peshawar",45000000,9,6,1575.0
"Hayatabad Phase 6 - F8, Hayatabad Phase 6, Peshawar",33000000,8,6,1575.0
"Arbab Cottages, Warsak Road, Peshawar",25000000,7,6,1350.0
"Al Haram Model Town, Peshawar, Peshawar",14500000,6,5,1125.0
"Chamkani, Peshawar, Peshawar",9500000,5,5,675.0
"Dalazak Road, Peshawar, Peshawar",12500000,5,4,675.0
"Hayatabad Phase 7 - E7, Hayatabad Phase 7, Peshawar",85000000,10,0,4500.0
"Hayatabad Phase 6 - F8, Hayatabad Phase 6, Peshawar",35000000,8,6,1575.0
"Regi Model Town Phase 4, Regi Model Town, Peshawar",82000000,0,0,4500.0
"Sufiyan Garden, Warsak Road, Peshawar",14500000,6,6,1125.0
"Regi Model Town Phase 4, Regi Model Town, Peshawar",19500000,6,6,2250.0
"Regi Model Town Phase 4, Regi Model Town, Peshawar",19500000,6,6,2250.0
"Regi Model Town Phase 4, Regi Model Town, Peshawar",21000000,8,0,1125.0
"Arbab Sabz Ali Khan Town, Warsak Road, Peshawar",6500000,5,3,562.0
"Warsak Road, Peshawar, Peshawar",22000000,6,6,1575.0
"Warsak Road, Peshawar, Peshawar",38000000,6,6,2700.0
"Sufiyan Garden, Warsak Road, Peshawar",26000000,6,6,2025.0
"Sufiyan Garden, Warsak Road, Peshawar",15000000,6,6,1125.0
"Hayatabad Heights, Hayatabad Phase 3, Peshawar",10400000,0,0,0.0
"Academy Town, Peshawar, Peshawar",40000000,7,7,3825.0
"Darmangi, Warsak Road, Peshawar",13000000,5,6,788.0
"Warsak Road, Peshawar, Peshawar",5500000,3,2,1125.0
"Warsak Road, Peshawar, Peshawar",11000000,5,5,562.0
"Officers Garden Colony, Warsak Road, Peshawar",19000000,7,7,1125.0
"Warsak Road, Peshawar, Peshawar",7700000,4,4,675.0
"Sufiyan Garden, Warsak Road, Peshawar",35000000,7,6,2250.0
"Ring Road, Peshawar, Peshawar",11000000,5,4,675.0
"Askari 6, Peshawar, Peshawar",32500000,4,6,3195.0
"Wapda Town Sector I, Wapda Town, Peshawar",16000000,6,6,1575.0
"Darmangi, Warsak Road, Peshawar",11000000,5,5,675.0
"Arbab Road, Peshawar, Peshawar",17500000,6,5,1125.0
"Hayatabad Phase 6, Hayatabad, Peshawar",80000000,0,0,4500.0
"Regi Model Town Phase 3, Regi Model Town, Peshawar",50000000,10,0,4500.0
"Warsak Road, Peshawar, Peshawar",32500000,6,6,1575.0
"Municipal Corporation Colony, Dilazak Road, Peshawar",15000000,7,6,1125.0
"Dalazak Road, Peshawar, Peshawar",23000000,0,0,1575.0
"Zaryab Colony, Peshawar, Peshawar",35000000,7,6,1575.0
"Arbab Sabz Ali Khan Town Executive Lodges, Arbab Sabz Ali Khan Town, Peshawar",26000000,0,0,1575.0
"Warsak Road, Peshawar, Peshawar",11500000,0,0,788.0
"Warsak Road, Peshawar, Peshawar",25000000,7,7,1575.0
"Faqeerabad, Zaryab Colony, Peshawar",13000000,4,4,562.0
"Hayatabad Phase 7, Hayatabad, Peshawar",28000000,8,0,1125.0
"Warsak Road, Peshawar, Peshawar",7500000,2,2,675.0
"Sufiyan Garden, Warsak Road, Peshawar",9000000,4,4,675.0
"Silk Executive Apartments, University Road, Peshawar",13500000,3,3,1125.0
"Chughal Pura, Peshawar, Peshawar",16500000,7,0,900.0
"Dalazak Road, Peshawar, Peshawar",17000000,7,7,1125.0
"Hayatabad Phase 1 - D1, Hayatabad Phase 1, Peshawar",105000000,10,0,9000.0
"Hussain Heights, Gulbahar, Peshawar",13000000,2,2,1080.0
"Hussain Heights, Gulbahar, Peshawar",8304000,2,2,698.0
"Hussain Heights, Gulbahar, Peshawar",16200000,2,2,1350.0
"Hussain Heights, Gulbahar, Peshawar",16200000,3,3,1350.0
"Paradise Mall, Canal Town, Peshawar",4383000,1,1,495.0
"Paradise Mall, Canal Town, Peshawar",8744000,3,3,1102.0
"Paradise Mall, Canal Town, Peshawar",10200000,3,3,1282.0
"Tajabad, Peshawar, Peshawar",13500000,7,0,675.0
"Tajabad, Peshawar, Peshawar",12500000,5,5,675.0
"Tajabad, Peshawar, Peshawar",16500000,8,0,788.0
"Tajabad, Peshawar, Peshawar",16500000,8,0,788.0
"Hayatabad Phase 1, Hayatabad, Peshawar",110000000,11,10,4500.0
"Hayatabad Phase 7, Hayatabad, Peshawar",70000000,7,0,4500.0
"Askari 6, Peshawar, Peshawar",31000000,4,6,2700.0
"Arbab Road, Peshawar, Peshawar",15000000,6,6,900.0
"University Road, Peshawar, Peshawar",11000000,3,3,1372.0
"Hayatabad, Peshawar, Peshawar",28000000,8,0,1125.0
"Hayatabad Phase 4 - N1, Hayatabad Phase 4, Peshawar",24000000,5,5,1125.0
"Hayatabad Phase 4, Hayatabad, Peshawar",29000000,7,0,1125.0
"Hayatabad Phase 1 - D4, Hayatabad Phase 1, Peshawar",60000000,10,0,2700.0
"Hayatabad Phase 1 - D4, Hayatabad Phase 1, Peshawar",33000000,8,6,1125.0
"Hayatabad Phase 1 - D1, Hayatabad Phase 1, Peshawar",90000000,5,5,9000.0
"Hayatabad, Peshawar, Peshawar",41000000,7,6,2250.0
"United Town, Ring Road, Peshawar",11500000,4,3,900.0
"City Medical Complex, Kohat Road, Peshawar",3100000,0,0,0.0
"City Medical Complex, Kohat Road, Peshawar",6300000,0,0,0.0
"Paradise Mall, Canal Town, Peshawar",8802000,2,2,990.0
"Paradise Mall, Canal Town, Peshawar",9837000,3,3,1102.0
"Paradise Mall, Canal Town, Peshawar",7531000,2,2,968.0
"Paradise Mall, Canal Town, Peshawar",7531000,2,2,968.0
"Hayatabad Phase 4 - N3, Hayatabad Phase 4, Peshawar",108000000,0,0,4500.0
"Green Oaks Residencia, Rahatabad, Peshawar",8249000,1,1,788.0
"Green Oaks Residencia, Rahatabad, Peshawar",9760000,2,2,945.0
"Green Oaks Residencia, Rahatabad, Peshawar",18600000,2,2,1800.0
"Green Oaks Residencia, Rahatabad, Peshawar",15800000,2,2,1530.0
"Green Oaks Residencia, Rahatabad, Peshawar",8249000,1,1,788.0
"Green Oaks Residencia, Rahatabad, Peshawar",18600000,3,3,1800.0
"Green Oaks Residencia, Rahatabad, Peshawar",11600000,3,3,1125.0
"Green Oaks Residencia, Rahatabad, Peshawar",10300000,3,3,990.0
"Green Oaks Residencia, Rahatabad, Peshawar",10300000,3,3,990.0
"Green Oaks Residencia, Rahatabad, Peshawar",9760000,2,2,945.0
"Green Oaks Residencia, Rahatabad, Peshawar",9760000,2,2,945.0
"Peshawar Heights, Rahatabad, Peshawar",5542000,0,0,0.0
"Peshawar Heights, Rahatabad, Peshawar",5542000,0,0,0.0
"Peshawar Heights, Rahatabad, Peshawar",6672000,0,0,0.0
"Peshawar Heights, Rahatabad, Peshawar",6672000,0,0,0.0
"Peshawar Heights, Rahatabad, Peshawar",8160000,0,0,0.0
"Peshawar Heights, Rahatabad, Peshawar",8160000,0,0,0.0
"Peshawar Heights, Rahatabad, Peshawar",11100000,0,0,0.0
"Peshawar Heights, Rahatabad, Peshawar",11100000,0,0,0.0
"Peshawar Heights, Rahatabad, Peshawar",8160000,0,0,0.0
"Peshawar Heights, Rahatabad, Peshawar",8160000,0,0,0.0
"Peshawar Heights, Rahatabad, Peshawar",11500000,0,0,0.0
"Peshawar Heights, Rahatabad, Peshawar",11500000,0,0,0.0
"Canal Vista, Warsak Road, Peshawar",12100000,2,2,1350.0
"Canal Vista, Warsak Road, Peshawar",15500000,3,3,1732.0
"Canal Vista, Warsak Road, Peshawar",15500000,3,3,1732.0
"Canal Vista, Warsak Road, Peshawar",16900000,3,3,1890.0
"Canal Vista, Warsak Road, Peshawar",16900000,3,3,1890.0
"Canal Vista, Warsak Road, Peshawar",15300000,4,4,1732.0
"Canal Vista, Warsak Road, Peshawar",15300000,4,4,1732.0
"Canal Vista, Warsak Road, Peshawar",19600000,4,4,2205.0
"Canal Vista, Warsak Road, Peshawar",19600000,4,4,2205.0
"Doranpur, Peshawar, Peshawar",4000000,2,2,338.0
"Doranpur, Peshawar, Peshawar",5000000,4,3,450.0
"Doranpur, Peshawar, Peshawar",5300000,4,4,562.0
"Doranpur, Peshawar, Peshawar",6500000,5,4,675.0
"Regi Model Town Phase 3 - Block B1, Regi Model Town Phase 3, Peshawar",53000000,11,10,4500.0
"Hayatabad Phase 4 - N1, Hayatabad Phase 4, Peshawar",22500000,4,4,1125.0
"Hayatabad Phase 6 - F6, Hayatabad Phase 6, Peshawar",22000000,5,5,1125.0
"Warsak Road, Peshawar, Peshawar",9500000,5,5,900.0
"Rahatabad, Peshawar, Peshawar",8000000,3,3,1350.0
"Hayatabad Phase 2 - G1, Hayatabad Phase 2, Peshawar",135000000,7,6,9000.0
"Wapda Town, Peshawar, Peshawar",55000000,7,0,4500.0
"Hayatabad Phase 7, Hayatabad, Peshawar",15000000,7,6,675.0
"Hayatabad Phase 4 - N2, Hayatabad Phase 4, Peshawar",26500000,4,4,1125.0
"Achini Bala, Peshawar, Peshawar",5000000,6,6,1350.0
"Warsak Road, Peshawar, Peshawar",15000000,6,6,788.0
"Hayatabad Phase 3 - K6, Hayatabad Phase 3, Peshawar",42500000,8,6,2250.0
"Warsak Road, Peshawar, Peshawar",10000000,5,5,675.0
"Arbab Sabz Ali Khan Town Executive Lodges, Arbab Sabz Ali Khan Town, Peshawar",28000000,7,7,1800.0
"Hayatabad Phase 1 - D4, Hayatabad Phase 1, Peshawar",36000000,7,6,2250.0
"Warsak Road, Peshawar, Peshawar",13000000,3,3,1530.0
"Warsak Road, Peshawar, Peshawar",11500000,4,4,900.0
"Warsak Road, Peshawar, Peshawar",36000000,7,6,1575.0
"Hayatabad Phase 7, Hayatabad, Peshawar",17500000,7,7,675.0
"DHA Defence, Peshawar, Peshawar",70000000,7,8,4500.0
"Askari 6, Peshawar, Peshawar",65000000,0,0,3150.0
"Askari 6, Peshawar, Peshawar",47000000,0,0,2250.0
"Arbab Road, Peshawar, Peshawar",5254000,1,1,698.0
"Warsak Road, Peshawar, Peshawar",14000000,5,5,788.0
"Warsak Road, Peshawar, Peshawar",12000000,4,4,675.0
"Darmangi, Warsak Road, Peshawar",18000000,5,5,1305.0
"Darmangi, Warsak Road, Peshawar",18000000,5,5,1305.0
"Ring Road, Peshawar, Peshawar",25000000,7,7,1688.0
"Ring Road, Peshawar, Peshawar",25000000,7,7,1688.0
"Regi Model Town Phase 3 - Block D2, Regi Model Town Phase 3, Peshawar",23000000,7,8,1125.0
"Askari 6, Peshawar, Peshawar",35000000,4,5,3015.0
"Hayatabad Phase 1, Hayatabad, Peshawar",23000000,6,6,1125.0
"Wapda Town Sector F, Wapda Town, Peshawar",9000000,3,3,1125.0
"Hayatabad Phase 3, Hayatabad, Peshawar",20500000,5,5,1125.0
"Warsak Road, Peshawar, Peshawar",9000000,3,3,450.0
"Arbab Sabz Ali Khan Town, Warsak Road, Peshawar",14500000,6,6,1125.0
"Dalazak Road, Peshawar, Peshawar",4000000,2,2,450.0
"Ring Road, Peshawar, Peshawar",18000000,6,6,1575.0
"Canal Road, Peshawar, Peshawar",9000000,3,3,1575.0
"Canal Road, Peshawar, Peshawar",18000000,6,6,2250.0
"Warsak Road, Peshawar, Peshawar",7500000,4,4,675.0
"Ring Road, Peshawar, Peshawar",5500000,4,3,450.0
"Warsak Road, Peshawar, Peshawar",8500000,4,4,675.0
"Doranpur, Peshawar, Peshawar",75000000,7,0,9000.0
"Regi Model Town Phase 3 - Block D2, Regi Model Town Phase 3, Peshawar",23000000,7,8,1125.0
"Ring Road, Peshawar, Peshawar",25000000,7,7,1688.0
"University Road, Peshawar, Peshawar",6000000,1,1,765.0
"University Road, Peshawar, Peshawar",13000000,3,3,2250.0
"OPF Housing Scheme, Peshawar, Peshawar",36000000,6,7,1890.0
"Hayatabad Phase 2 - J4, Hayatabad Phase 2, Peshawar",39000000,6,6,2250.0
"Hayatabad Phase 6, Hayatabad, Peshawar",20000000,6,6,1125.0
"Hayatabad Phase 6, Hayatabad, Peshawar",22000000,7,7,1125.0
"Hayatabad Phase 3, Hayatabad, Peshawar",23000000,6,6,1125.0
"Hayatabad Phase 3, Hayatabad, Peshawar",22000000,7,7,1125.0
"Hayatabad Phase 3, Hayatabad, Peshawar",21000000,6,6,1125.0
"Hayatabad Phase 1, Hayatabad, Peshawar",23000000,6,6,1125.0
"Hayatabad Phase 1, Hayatabad, Peshawar",20000000,6,6,1125.0
"Hayatabad Phase 1, Hayatabad, Peshawar",22000000,6,6,1125.0
"Ring Road, Peshawar, Peshawar",12500000,4,4,810.0
"Warsak Road, Peshawar, Peshawar",11500000,0,0,900.0
"Sufiyan Garden, Warsak Road, Peshawar",20000000,6,6,1575.0
"Arbab Sabz Ali Khan Town Executive Lodges, Arbab Sabz Ali Khan Town, Peshawar",43000000,6,6,2250.0
"Warsak Road, Peshawar, Peshawar",25000000,7,7,1575.0
"Warsak Road, Peshawar, Peshawar",11500000,0,0,900.0
"Sufiyan Garden, Warsak Road, Peshawar",20000000,6,6,1575.0
"Warsak Road, Peshawar, Peshawar",25000000,7,7,1575.0
"Warsak Road, Peshawar, Peshawar",11500000,0,0,900.0
"Arbab Sabz Ali Khan Town Executive Lodges, Arbab Sabz Ali Khan Town, Peshawar",26000000,0,0,1575.0
"Sufiyan Garden, Warsak Road, Peshawar",20000000,6,6,1575.0
"Arbab Sabz Ali Khan Town Executive Lodges, Arbab Sabz Ali Khan Town, Peshawar",43000000,6,6,2250.0
"Arbab Sabz Ali Khan Town Executive Lodges, Arbab Sabz Ali Khan Town, Peshawar",26000000,0,0,1575.0
"Charsadda Road, Peshawar, Peshawar",4900000,5,4,1125.0
"Canal Road, Peshawar, Peshawar",7000000,2,2,1125.0
"Canal Road, Peshawar, Peshawar",16000000,3,3,1575.0
"Dalazak Road, Peshawar, Peshawar",16500000,7,8,1125.0
"Dalazak Road, Peshawar, Peshawar",17500000,7,8,1125.0
"Hashtnagri, Peshawar, Peshawar",36000000,7,6,1800.0
"University Road, Peshawar, Peshawar",27000000,5,3,1440.0
"Arbab Sabz Ali Khan Town Executive Lodges, Arbab Sabz Ali Khan Town, Peshawar",43000000,6,6,2250.0
"Warsak Road, Peshawar, Peshawar",25000000,7,7,1575.0
"Warsak Road, Peshawar, Peshawar",11500000,0,0,900.0
"Sufiyan Garden, Warsak Road, Peshawar",20000000,6,6,1575.0
"Arbab Sabz Ali Khan Town Executive Lodges, Arbab Sabz Ali Khan Town, Peshawar",43000000,6,6,2250.0
"Hayatabad Phase 7 - E5, Hayatabad Phase 7, Peshawar",27000000,8,0,1125.0
"Hayatabad Phase 1 - D2, Hayatabad Phase 1, Peshawar",17500000,6,5,1125.0
"Hayatabad Phase 6 - F10, Hayatabad Phase 6, Peshawar",14000000,5,5,675.0
"Hayatabad Phase 3 - L3, Hayatabad Phase 3, Peshawar",12700000,4,4,675.0
"Hayatabad Phase 6 - F9, Hayatabad Phase 6, Peshawar",13000000,4,4,675.0
"Hayatabad Phase 6 - F10, Hayatabad Phase 6, Peshawar",12500000,3,2,675.0
"Hayatabad Phase 3 - K5, Hayatabad Phase 3, Peshawar",70000000,6,6,4500.0
"Askari 6, Peshawar, Peshawar",60000000,5,5,4500.0
"Deans Heights, Hayatabad, Peshawar",24700000,3,3,1575.0
"Hayatabad Phase 7 - E5, Hayatabad Phase 7, Peshawar",17800000,0,0,675.0
"Hayatabad Phase 4 - N3, Hayatabad Phase 4, Peshawar",82500000,0,0,4500.0
"Hayatabad Phase 4 - P2, Hayatabad Phase 4, Peshawar",58000000,6,6,2250.0
"Hayatabad Phase 6 - F9, Hayatabad Phase 6, Peshawar",21000000,5,5,1125.0
"Hayatabad Phase 4 - P2, Hayatabad Phase 4, Peshawar",58000000,6,6,2250.0
"Hayatabad Phase 4 - P2, Hayatabad Phase 4, Peshawar",58000000,6,6,2250.0
"Hayatabad Phase 6 - F9, Hayatabad Phase 6, Peshawar",22000000,6,5,1125.0
"Hayatabad Phase 6 - F9, Hayatabad Phase 6, Peshawar",14000000,6,5,675.0
"Warsak Road, Peshawar, Peshawar",11000000,4,4,675.0
"Defence Officer Colony, Peshawar, Peshawar",70000000,5,5,2250.0
"Hayatabad Phase 6 - F6, Hayatabad Phase 6, Peshawar",21500000,5,5,1125.0
"Nasir Bagh Road, Peshawar, Peshawar",4000000,5,4,675.0
"Hayatabad Phase 4, Hayatabad, Peshawar",90000000,10,0,4500.0
"Hayatabad Phase 7 - E5, Hayatabad Phase 7, Peshawar",27000000,8,0,1125.0
"Nasir Bagh Road, Peshawar, Peshawar",4900000,1,1,675.0
"Waliabad, Peshawar, Peshawar",5500000,4,4,450.0
"University Town, Peshawar, Peshawar",23000000,7,6,2250.0
"Hayatabad Phase 1 - D3, Hayatabad Phase 1, Peshawar",18500000,6,6,1125.0
"Hayatabad Phase 2 - H1, Hayatabad Phase 2, Peshawar",95000000,10,6,4500.0
"Hayatabad Phase 1 - D1, Hayatabad Phase 1, Peshawar",76000000,8,6,4500.0
"Hayatabad Phase 7 - E4, Hayatabad Phase 7, Peshawar",64000000,8,6,2250.0
"Hayatabad Phase 2 - H3, Hayatabad Phase 2, Peshawar",76000000,7,6,4500.0
"Hayatabad Phase 3 - K1, Hayatabad Phase 3, Peshawar",80000000,8,6,4500.0
"Prime Town Apartments, University Town, Peshawar",10000000,4,4,1552.0
"Hayatabad Phase 2 - H2, Hayatabad Phase 2, Peshawar",180000000,9,0,9000.0
"Hayatabad Phase 6 - F10, Hayatabad Phase 6, Peshawar",54000000,9,6,2250.0
"Hayatabad Phase 6 - F8, Hayatabad Phase 6, Peshawar",34000000,8,6,1125.0
"Hayatabad Phase 1 - D2, Hayatabad Phase 1, Peshawar",18000000,6,4,1125.0
"Hayatabad Phase 6 - F9, Hayatabad Phase 6, Peshawar",21500000,6,6,1125.0
"Waliabad, Peshawar, Peshawar",24000000,10,6,4500.0
"Danishabad, Peshawar, Peshawar",17000000,7,6,1575.0
"Hayatabad Phase 7 - E5, Hayatabad Phase 7, Peshawar",55000000,0,0,2250.0
"Hayatabad, Peshawar, Peshawar",23500000,5,4,1125.0
"Hayatabad Phase 2 - H1, Hayatabad Phase 2, Peshawar",95000000,0,0,4500.0
"Warsak Road, Peshawar, Peshawar",13500000,5,5,1125.0
"Warsak Road, Peshawar, Peshawar",12000000,6,6,675.0
"Hayatabad Phase 3 - K4, Hayatabad Phase 3, Peshawar",62000000,9,6,4500.0
"Hayatabad Phase 6, Hayatabad, Peshawar",75000000,8,0,4500.0
"Hayatabad Phase 1, Hayatabad, Peshawar",63000000,6,6,4500.0
"Hayatabad Phase 3 - K4, Hayatabad Phase 3, Peshawar",23000000,6,6,1125.0
"Hayatabad Phase 7, Hayatabad, Peshawar",55000000,7,8,2250.0
"Hayatabad Phase 6 - F9, Hayatabad Phase 6, Peshawar",25000000,6,5,1125.0
"Arbab Road, Peshawar, Peshawar",8300000,2,2,1192.0
"Hayatabad Phase 4 - P2, Hayatabad Phase 4, Peshawar",107000000,0,0,4500.0
"Hayatabad Phase 3 - K2, Hayatabad Phase 3, Peshawar",21000000,5,5,1125.0
"Hayatabad Phase 1 - E3, Hayatabad Phase 1, Peshawar",18500000,6,5,1125.0
"Hayatabad Phase 1 - D4, Hayatabad Phase 1, Peshawar",17500000,6,5,1125.0
"Hayatabad Phase 6 - F9, Hayatabad Phase 6, Peshawar",21500000,5,5,1125.0
"Hayatabad Phase 1 - D4, Hayatabad Phase 1, Peshawar",32000000,4,4,1125.0
"Hayatabad Phase 7 - E5, Hayatabad Phase 7, Peshawar",32000000,5,5,1125.0
"Regi Model Town Phase 4, Regi Model Town, Peshawar",20000000,8,0,1125.0
"Ring Road, Peshawar, Peshawar",19000000,7,6,1125.0
"New City Homes, Peshawar, Peshawar",7500000,3,3,495.0
"Ittehad Colony, Ring Road, Peshawar",16500000,7,7,900.0
"Al Haram Model Town, Peshawar, Peshawar",9000000,4,4,562.0
"Dalazak Road, Peshawar, Peshawar",19000000,7,8,945.0
"Warsak Road, Peshawar, Peshawar",37000000,6,6,2588.0
"Darmangi, Warsak Road, Peshawar",25000000,5,5,1800.0
"New City Homes, Peshawar, Peshawar",7300000,3,3,562.0
"Warsak Road, Peshawar, Peshawar",36000000,7,8,2025.0
"New City Homes, Peshawar, Peshawar",8200000,4,4,450.0
"Charkhana Road, Peshawar, Peshawar",7000000,4,4,1125.0
"Warsak Road, Peshawar, Peshawar",5500000,4,4,450.0
"Sufiyan Garden, Warsak Road, Peshawar",16500000,6,6,1575.0
"Officers Garden Colony, Warsak Road, Peshawar",20000000,6,6,1125.0
"Tajabad, Peshawar, Peshawar",19000000,7,7,1350.0
"Dalazak Road, Peshawar, Peshawar",7500000,6,5,675.0
"Ittehad Colony, Ring Road, Peshawar",6500000,3,3,338.0
"Warsak Road, Peshawar, Peshawar",17000000,6,6,1125.0
"Charsadda Road, Peshawar, Peshawar",9000000,3,3,2250.0
"Ring Road, Peshawar, Peshawar",6000000,3,3,450.0
"Gulbahar, Peshawar, Peshawar",20000000,7,5,1350.0
"Arbab Sabz Ali Khan Town, Warsak Road, Peshawar",9000000,4,4,675.0
"Hayatabad Phase 6, Hayatabad, Peshawar",27000000,7,6,1125.0
"Darmangi, Warsak Road, Peshawar",15500000,6,6,1125.0
"Gulbahar, Peshawar, Peshawar",8500000,4,4,562.0
"Warsak Road, Peshawar, Peshawar",14000000,5,5,1012.0
"Warsak Road, Peshawar, Peshawar",15000000,6,6,900.0
"Sufiyan Garden, Warsak Road, Peshawar",13500000,4,4,900.0
"Ring Road, Peshawar, Peshawar",7000000,5,4,675.0
"Gulbahar, Peshawar, Peshawar",12000000,4,4,562.0
"Jameel Chowk, Peshawar, Peshawar",7600000,5,5,675.0
"Warsak Road, Peshawar, Peshawar",7000000,3,3,562.0
"Lahori Gate, Peshawar, Peshawar",3800000,2,1,225.0
"Gulbahar, Peshawar, Peshawar",17000000,7,7,1125.0
"New City Homes, Peshawar, Peshawar",4000000,3,3,450.0
"Dalazak Road, Peshawar, Peshawar",4500000,2,2,225.0
"Warsak Road, Peshawar, Peshawar",27000000,0,0,1688.0
"Warsak Road, Peshawar, Peshawar",12000000,4,4,675.0
"Warsak Road, Peshawar, Peshawar",13500000,4,5,675.0
"Old Bara Road, Peshawar, Peshawar",8000000,5,5,1125.0
"Shami Road, Peshawar, Peshawar",82500000,7,7,2250.0
"Shami Road, Peshawar, Peshawar",120000000,7,7,4500.0
"Al Haram Model Town, Peshawar, Peshawar",16500000,8,8,1125.0
"New City Homes, Peshawar, Peshawar",9000000,6,6,900.0
"Warsak Road, Peshawar, Peshawar",8000000,4,4,675.0
"Warsak Road, Peshawar, Peshawar",38000000,6,6,2250.0
"Shaheedabad, Peshawar, Peshawar",5200000,3,3,900.0
"Shami Road, Peshawar, Peshawar",13800000,4,4,675.0
"Regi Model Town Phase 4 - Block D1, Regi Model Town Phase 4, Peshawar",29900000,6,4,2700.0
"Gulbahar, Peshawar, Peshawar",8500000,3,1,900.0
"Gunj, Peshawar, Peshawar",30000000,6,3,2925.0
"Warsak Road, Peshawar, Peshawar",12000000,5,5,788.0
"Khyber Colony 2, Peshawar, Peshawar",45000000,4,4,2700.0
"Shams-ul-Qamar Town, Peshawar, Peshawar",8500000,6,5,1125.0
"Hayatabad Phase 1, Hayatabad, Peshawar",130000000,7,6,9000.0
"Gulbahar, Peshawar, Peshawar",14500000,5,5,562.0
"Doranpur, Peshawar, Peshawar",9000000,6,6,675.0
"Anam Sanam Chowk, Peshawar, Peshawar",5000000,2,1,450.0
"Gulbahar, Peshawar, Peshawar",6800000,3,2,450.0
"Ring Road, Peshawar, Peshawar",16500000,3,3,900.0
